Browser,Event,Object Parameters,Chart,Status
Chrome,beforeinitialize,"('renderAt = ', u'chart-container')",column,PASS
Chrome,beforeinitialize,"('type = ', u'column')",column,PASS
Chrome,beforeinitialize,"('width = ', u'800')",column,PASS
Chrome,beforerender,"('eventType = ', u'beforerender')",column,PASS
Chrome,beforerender,"('eventId = ', 103)",column,PASS
Chrome,beforerender,"('cancelled = ', False)",column,PASS
Chrome,beforerender,"('stopPropagation = ', {})",column,PASS
Chrome,beforerender,"('defaultPrevented = ', False)",column,PASS
Chrome,beforerender,"('preventDefault = ', {})",column,PASS
Chrome,beforerender,"('detached = ', False)",column,PASS
Chrome,beforerender,"('detachHandler = ', {})",column,PASS
Chrome,beforerender,"('senderChartType = ', u'column')",column,PASS
Chrome,beforerender,"('Container = ', u'chart-container')",column,PASS
Chrome,beforerender,"('height = ', u'600')",column,PASS
Chrome,beforerender,"('rendered = ', u'javascript')",column,PASS
Chrome,beforerender,"('width = ', u'800')",column,PASS
Chrome,rendercomplete,"('eventType = ', u'rendercomplete')",column,PASS
Chrome,rendercomplete,"('eventId = ', 326)",column,PASS
Chrome,rendercomplete,"('cancelled = ', False)",column,PASS
Chrome,rendercomplete,"('stopPropagation = ', {})",column,PASS
Chrome,rendercomplete,"('defaultPrevented = ', False)",column,PASS
Chrome,rendercomplete,"('preventDefault = ', {})",column,PASS
Chrome,rendercomplete,"('detached = ', False)",column,PASS
Chrome,rendercomplete,"('detachHandler = ', {})",column,PASS
Chrome,rendercomplete,"('senderChartType = ', u'column')",column,PASS
Chrome,rendercomplete,"('Container = ', 1)",column,PASS
Chrome,rendercomplete,"('height = ', 600)",column,PASS
Chrome,rendercomplete,"('rendered = ', u'javascript')",column,PASS
Chrome,rendercomplete,"('width = ', 800)",column,PASS
Chrome,loaded,"('eventType = ', u'loaded')",column,PASS
Chrome,loaded,"('eventId = ', 96)",column,PASS
Chrome,loaded,"('cancelled = ', False)",column,PASS
Chrome,loaded,"('stopPropagation = ', {})",column,PASS
Chrome,loaded,"('defaultPrevented = ', False)",column,PASS
Chrome,loaded,"('preventDefault = ', {})",column,PASS
Chrome,loaded,"('detached = ', False)",column,PASS
Chrome,loaded,"('detachHandler = ', {})",column,PASS
Chrome,loaded,"('senderChartType = ', u'column')",column,PASS
Chrome,loaded,"('renderer = ', u'javascript')",column,PASS
Chrome,loaded,"('type = ', u'column')",column,PASS
Chrome,initialized,"('eventType = ', u'initialized')",column,PASS
Chrome,initialized,"('eventId = ', 100)",column,PASS
Chrome,initialized,"('cancelled = ', False)",column,PASS
Chrome,initialized,"('stopPropagation = ', {})",column,PASS
Chrome,initialized,"('defaultPrevented = ', False)",column,PASS
Chrome,initialized,"('preventDefault = ', {})",column,PASS
Chrome,initialized,"('detached = ', False)",column,PASS
Chrome,initialized,"('detachHandler = ', {})",column,PASS
Chrome,initialized,"('senderChartType = ', u'column')",column,PASS
Chrome,initialized,"('dataFormat = ', u'json')",column,PASS
Chrome,initialized,"('dataSource = ', {u'chart': {u'numberPrefix': u'$', u'xAxisname': u'Quarter', u'caption': u'Comparison of Quarterly Revenue', u'theme': u'fint', u'subCaption': u'Last two years', u'yAxisName': u'Amount ($)'}, u'categories': [{u'category': [{u'label': u'Q1'}, {u'label': u'Q2'}, {u'label': u'Q3'}, {u'label': u'Q4'}]}], u'dataset': [{u'seriesname': u'Previous Year', u'data': [{u'value': u'10000'}, {u'value': u'11500'}, {u'value': u'12500'}, {u'value': u'15000'}]}, {u'seriesname': u'Current Year', u'data': [{u'value': u'25400'}, {u'value': u'29800'}, {u'value': u'21800'}, {u'value': u'26800'}]}]})",column,PASS
Chrome,initialized,"('height = ', u'600')",column,PASS
Chrome,initialized,"('renderAt = ', u'chart-container')",column,PASS
Chrome,initialized,"('type = ', u'column')",column,PASS
Chrome,initialized,"('width = ', u'800')",column,PASS
Chrome,rendered,"('eventType = ', u'rendered')",radar,PASS
Chrome,rendered,"('eventId = ', 275)",radar,PASS
Chrome,rendered,"('cancelled = ', False)",radar,PASS
Chrome,rendered,"('stopPropagation = ', {})",radar,PASS
Chrome,rendered,"('defaultPrevented = ', False)",radar,PASS
Chrome,rendered,"('preventDefault = ', {})",radar,PASS
Chrome,rendered,"('detached = ', False)",radar,PASS
Chrome,rendered,"('detachHandler = ', {})",radar,PASS
Chrome,rendered,"('senderChartType = ', u'radar')",radar,PASS
Chrome,rendered,"('dObj1 = ', u'javascript')",radar,PASS
Chrome,ready,"('eventType = ', u'ready')",radar,PASS
Chrome,ready,"('eventId = ', 93)",radar,PASS
Chrome,ready,"('cancelled = ', False)",radar,PASS
Chrome,ready,"('stopPropagation = ', {})",radar,PASS
Chrome,ready,"('defaultPrevented = ', False)",radar,PASS
Chrome,ready,"('preventDefault = ', {})",radar,PASS
Chrome,ready,"('detached = ', False)",radar,PASS
Chrome,ready,"('detachHandler = ', {})",radar,PASS
Chrome,ready,"('senderChartType = ', u'FroalaCharts')",radar,PASS
Chrome,ready,"('dObj1 = ', True)",radar,PASS
Chrome,beforeinitialize,"('eventType = ', u'beforeinitialize')",radar,PASS
Chrome,beforeinitialize,"('eventId = ', 94)",radar,PASS
Chrome,beforeinitialize,"('cancelled = ', False)",radar,PASS
Chrome,beforeinitialize,"('stopPropagation = ', {})",radar,PASS
Chrome,beforeinitialize,"('defaultPrevented = ', False)",radar,PASS
Chrome,beforeinitialize,"('preventDefault = ', {})",radar,PASS
Chrome,beforeinitialize,"('detached = ', False)",radar,PASS
Chrome,beforeinitialize,"('detachHandler = ', {})",radar,PASS
Chrome,beforeinitialize,"('senderChartType = ', u'radar')",radar,PASS
Chrome,beforeinitialize,"('dataFormat = ', u'JSON')",radar,PASS
Chrome,beforeinitialize,"('dataSource = ', u'{""chart"":{""caption"":""Skill Analysis of Harry"",""subcaption"":""Scale: 1 (low) to 5 (high)"",""theme"":""fusion"",""showlegend"":""0"",""showdivlinevalues"":""0"",""showlimits"":""0"",""showvalues"":""1"",""plotfillalpha"":""40"",""plottooltext"":""Harry\'s <b>$label</b> skill is rated as <b>$value</b>""},""categories"":[{""category"":[{""label"":""Communication""},{""label"":""Punctuality""},{""label"":""Problem Solving""},{""label"":""Meeting Deadlines""},{""label"":""Team Player""},{""label"":""Technical Knowledge""}]}],""dataset"":[{""seriesname"":""User Ratings"",""data"":[{""value"":""3""},{""value"":""3""},{""value"":""4""},{""value"":""3""},{""value"":""2""},{""value"":""4""}]}]}')",radar,PASS
Chrome,beforeinitialize,"('height = ', u'500')",radar,PASS
Chrome,beforeinitialize,"('renderAt = ', u'chart-container')",radar,PASS
Chrome,beforeinitialize,"('type = ', u'radar')",radar,PASS
Chrome,beforeinitialize,"('width = ', u'800')",radar,PASS
Chrome,beforerender,"('eventType = ', u'beforerender')",radar,PASS
Chrome,beforerender,"('eventId = ', 103)",radar,PASS
Chrome,beforerender,"('cancelled = ', False)",radar,PASS
Chrome,beforerender,"('stopPropagation = ', {})",radar,PASS
Chrome,beforerender,"('defaultPrevented = ', False)",radar,PASS
Chrome,beforerender,"('preventDefault = ', {})",radar,PASS
Chrome,beforerender,"('detached = ', False)",radar,PASS
Chrome,beforerender,"('detachHandler = ', {})",radar,PASS
Chrome,beforerender,"('senderChartType = ', u'radar')",radar,PASS
Chrome,beforerender,"('Container = ', u'chart-container')",radar,PASS
Chrome,beforerender,"('height = ', u'500')",radar,PASS
Chrome,beforerender,"('rendered = ', u'javascript')",radar,PASS
Chrome,beforerender,"('width = ', u'800')",radar,PASS
Chrome,rendercomplete,"('eventType = ', u'rendercomplete')",radar,PASS
Chrome,rendercomplete,"('eventId = ', 276)",radar,PASS
Chrome,rendercomplete,"('cancelled = ', False)",radar,PASS
Chrome,rendercomplete,"('stopPropagation = ', {})",radar,PASS
Chrome,rendercomplete,"('defaultPrevented = ', False)",radar,PASS
Chrome,rendercomplete,"('preventDefault = ', {})",radar,PASS
Chrome,rendercomplete,"('detached = ', False)",radar,PASS
Chrome,rendercomplete,"('detachHandler = ', {})",radar,PASS
Chrome,rendercomplete,"('senderChartType = ', u'radar')",radar,PASS
Chrome,rendercomplete,"('Container = ', 1)",radar,PASS
Chrome,rendercomplete,"('height = ', 500)",radar,PASS
Chrome,rendercomplete,"('rendered = ', u'javascript')",radar,PASS
Chrome,rendercomplete,"('width = ', 800)",radar,PASS
Chrome,loaded,"('eventType = ', u'loaded')",radar,PASS
Chrome,loaded,"('eventId = ', 96)",radar,PASS
Chrome,loaded,"('cancelled = ', False)",radar,PASS
Chrome,loaded,"('stopPropagation = ', {})",radar,PASS
Chrome,loaded,"('defaultPrevented = ', False)",radar,PASS
Chrome,loaded,"('preventDefault = ', {})",radar,PASS
Chrome,loaded,"('detached = ', False)",radar,PASS
Chrome,loaded,"('detachHandler = ', {})",radar,PASS
Chrome,loaded,"('senderChartType = ', u'radar')",radar,PASS
Chrome,loaded,"('renderer = ', u'javascript')",radar,PASS
Chrome,loaded,"('type = ', u'radar')",radar,PASS
Chrome,initialized,"('eventType = ', u'initialized')",radar,PASS
Chrome,initialized,"('eventId = ', 100)",radar,PASS
Chrome,initialized,"('cancelled = ', False)",radar,PASS
Chrome,initialized,"('stopPropagation = ', {})",radar,PASS
Chrome,initialized,"('defaultPrevented = ', False)",radar,PASS
Chrome,initialized,"('preventDefault = ', {})",radar,PASS
Chrome,initialized,"('detached = ', False)",radar,PASS
Chrome,initialized,"('detachHandler = ', {})",radar,PASS
Chrome,initialized,"('senderChartType = ', u'radar')",radar,PASS
Chrome,initialized,"('dataFormat = ', u'JSON')",radar,PASS
Chrome,initialized,"('dataSource = ', {u'chart': {u'showlimits': u'0', u'plottooltext': u""Harry's <b>$label</b> skill is rated as <b>$value</b>"", u'plotfillalpha': u'40', u'showlegend': u'0', u'showvalues': u'1', u'caption': u'Skill Analysis of Harry', u'theme': u'fusion', u'showdivlinevalues': u'0', u'subcaption': u'Scale: 1 (low) to 5 (high)'}, u'categories': [{u'category': [{u'label': u'Communication'}, {u'label': u'Punctuality'}, {u'label': u'Problem Solving'}, {u'label': u'Meeting Deadlines'}, {u'label': u'Team Player'}, {u'label': u'Technical Knowledge'}]}], u'dataset': [{u'seriesname': u'User Ratings', u'data': [{u'value': u'3'}, {u'value': u'3'}, {u'value': u'4'}, {u'value': u'3'}, {u'value': u'2'}, {u'value': u'4'}]}]})",radar,PASS
Chrome,initialized,"('height = ', u'500')",radar,PASS
Chrome,initialized,"('renderAt = ', u'chart-container')",radar,PASS
Chrome,initialized,"('type = ', u'radar')",radar,PASS
Chrome,initialized,"('width = ', u'800')",radar,PASS
Chrome,rendered,"('eventType = ', u'rendered')",area,PASS
Chrome,rendered,"('eventId = ', 318)",area,PASS
Chrome,rendered,"('cancelled = ', False)",area,PASS
Chrome,rendered,"('stopPropagation = ', {})",area,PASS
Chrome,rendered,"('defaultPrevented = ', False)",area,PASS
Chrome,rendered,"('preventDefault = ', {})",area,PASS
Chrome,rendered,"('detached = ', False)",area,PASS
Chrome,rendered,"('detachHandler = ', {})",area,PASS
Chrome,rendered,"('senderChartType = ', u'area')",area,PASS
Chrome,rendered,"('dObj1 = ', u'javascript')",area,PASS
Chrome,ready,"('eventType = ', u'ready')",area,PASS
Chrome,ready,"('eventId = ', 93)",area,PASS
Chrome,ready,"('cancelled = ', False)",area,PASS
Chrome,ready,"('stopPropagation = ', {})",area,PASS
Chrome,ready,"('defaultPrevented = ', False)",area,PASS
Chrome,ready,"('preventDefault = ', {})",area,PASS
Chrome,ready,"('detached = ', False)",area,PASS
Chrome,ready,"('detachHandler = ', {})",area,PASS
Chrome,ready,"('senderChartType = ', u'FroalaCharts')",area,PASS
Chrome,ready,"('dObj1 = ', True)",area,PASS
Chrome,beforeinitialize,"('eventType = ', u'beforeinitialize')",area,PASS
Chrome,beforeinitialize,"('eventId = ', 94)",area,PASS
Chrome,beforeinitialize,"('cancelled = ', False)",area,PASS
Chrome,beforeinitialize,"('stopPropagation = ', {})",area,PASS
Chrome,beforeinitialize,"('defaultPrevented = ', False)",area,PASS
Chrome,beforeinitialize,"('preventDefault = ', {})",area,PASS
Chrome,beforeinitialize,"('detached = ', False)",area,PASS
Chrome,beforeinitialize,"('detachHandler = ', {})",area,PASS
Chrome,beforeinitialize,"('senderChartType = ', u'area')",area,PASS
Chrome,beforeinitialize,"('dataFormat = ', u'JSON')",area,PASS
Chrome,beforeinitialize,"('dataSource = ', u'{""chart"":{""caption"":""GDP Growth Rate Comparison"",""yaxisname"":""Quarterly GDP Growth Rate in %"",""subcaption"":""India vs China"",""drawcrossline"":""1"",""numbersuffix"":""%"",""plottooltext"":""$seriesName\'s GDP grew $dataValue in $label"",""theme"":""fusion""},""categories"":[{""category"":[{""label"":""April 2016""},{""label"":""July 2016""},{""label"":""Oct 2016""},{""label"":""Jan 2017""},{""label"":""April 2017""}]}],""dataset"":[{""seriesname"":""India"",""data"":[{""value"":""9.2""},{""value"":""7.9""},{""value"":""7.5""},{""value"":""7""},{""value"":""6.1""}]},{""seriesname"":""China"",""data"":[{""value"":""6.7""},{""value"":""6.7""},{""value"":""6.7""},{""value"":""6.8""},{""value"":""6.9""}]}]}')",area,PASS
Chrome,beforeinitialize,"('height = ', u'500')",area,PASS
Chrome,beforeinitialize,"('renderAt = ', u'chart-container')",area,PASS
Chrome,beforeinitialize,"('type = ', u'area')",area,PASS
Chrome,beforeinitialize,"('width = ', u'800')",area,PASS
Chrome,beforerender,"('eventType = ', u'beforerender')",area,PASS
Chrome,beforerender,"('eventId = ', 103)",area,PASS
Chrome,beforerender,"('cancelled = ', False)",area,PASS
Chrome,beforerender,"('stopPropagation = ', {})",area,PASS
Chrome,beforerender,"('defaultPrevented = ', False)",area,PASS
Chrome,beforerender,"('preventDefault = ', {})",area,PASS
Chrome,beforerender,"('detached = ', False)",area,PASS
Chrome,beforerender,"('detachHandler = ', {})",area,PASS
Chrome,beforerender,"('senderChartType = ', u'area')",area,PASS
Chrome,beforerender,"('Container = ', u'chart-container')",area,PASS
Chrome,beforerender,"('height = ', u'500')",area,PASS
Chrome,beforerender,"('rendered = ', u'javascript')",area,PASS
Chrome,beforerender,"('width = ', u'800')",area,PASS
Chrome,rendercomplete,"('eventType = ', u'rendercomplete')",area,PASS
Chrome,rendercomplete,"('eventId = ', 319)",area,PASS
Chrome,rendercomplete,"('cancelled = ', False)",area,PASS
Chrome,rendercomplete,"('stopPropagation = ', {})",area,PASS
Chrome,rendercomplete,"('defaultPrevented = ', False)",area,PASS
Chrome,rendercomplete,"('preventDefault = ', {})",area,PASS
Chrome,rendercomplete,"('detached = ', False)",area,PASS
Chrome,rendercomplete,"('detachHandler = ', {})",area,PASS
Chrome,rendercomplete,"('senderChartType = ', u'area')",area,PASS
Chrome,rendercomplete,"('Container = ', 1)",area,PASS
Chrome,rendercomplete,"('height = ', 500)",area,PASS
Chrome,rendercomplete,"('rendered = ', u'javascript')",area,PASS
Chrome,rendercomplete,"('width = ', 800)",area,PASS
Chrome,loaded,"('eventType = ', u'loaded')",area,PASS
Chrome,loaded,"('eventId = ', 96)",area,PASS
Chrome,loaded,"('cancelled = ', False)",area,PASS
Chrome,loaded,"('stopPropagation = ', {})",area,PASS
Chrome,loaded,"('defaultPrevented = ', False)",area,PASS
Chrome,loaded,"('preventDefault = ', {})",area,PASS
Chrome,loaded,"('detached = ', False)",area,PASS
Chrome,loaded,"('detachHandler = ', {})",area,PASS
Chrome,loaded,"('senderChartType = ', u'area')",area,PASS
Chrome,loaded,"('renderer = ', u'javascript')",area,PASS
Chrome,loaded,"('type = ', u'area')",area,PASS
Chrome,initialized,"('eventType = ', u'initialized')",area,PASS
Chrome,initialized,"('eventId = ', 100)",area,PASS
Chrome,initialized,"('cancelled = ', False)",area,PASS
Chrome,initialized,"('stopPropagation = ', {})",area,PASS
Chrome,initialized,"('defaultPrevented = ', False)",area,PASS
Chrome,initialized,"('preventDefault = ', {})",area,PASS
Chrome,initialized,"('detached = ', False)",area,PASS
Chrome,initialized,"('detachHandler = ', {})",area,PASS
Chrome,initialized,"('senderChartType = ', u'area')",area,PASS
Chrome,initialized,"('dataFormat = ', u'JSON')",area,PASS
Chrome,initialized,"('dataSource = ', {u'chart': {u'plottooltext': u""$seriesName's GDP grew $dataValue in $label"", u'numbersuffix': u'%', u'caption': u'GDP Growth Rate Comparison', u'theme': u'fusion', u'yaxisname': u'Quarterly GDP Growth Rate in %', u'drawcrossline': u'1', u'subcaption': u'India vs China'}, u'categories': [{u'category': [{u'label': u'April 2016'}, {u'label': u'July 2016'}, {u'label': u'Oct 2016'}, {u'label': u'Jan 2017'}, {u'label': u'April 2017'}]}], u'dataset': [{u'seriesname': u'India', u'data': [{u'value': u'9.2'}, {u'value': u'7.9'}, {u'value': u'7.5'}, {u'value': u'7'}, {u'value': u'6.1'}]}, {u'seriesname': u'China', u'data': [{u'value': u'6.7'}, {u'value': u'6.7'}, {u'value': u'6.7'}, {u'value': u'6.8'}, {u'value': u'6.9'}]}]})",area,PASS
Chrome,initialized,"('height = ', u'500')",area,PASS
Chrome,initialized,"('renderAt = ', u'chart-container')",area,PASS
Chrome,initialized,"('type = ', u'area')",area,PASS
Chrome,initialized,"('width = ', u'800')",area,PASS
Chrome,rendered,"('eventType = ', u'rendered')",angulargauge,PASS
Chrome,rendered,"('eventId = ', 253)",angulargauge,PASS
Chrome,rendered,"('cancelled = ', False)",angulargauge,PASS
Chrome,rendered,"('stopPropagation = ', {})",angulargauge,PASS
Chrome,rendered,"('defaultPrevented = ', False)",angulargauge,PASS
Chrome,rendered,"('preventDefault = ', {})",angulargauge,PASS
Chrome,rendered,"('detached = ', False)",angulargauge,PASS
Chrome,rendered,"('detachHandler = ', {})",angulargauge,PASS
Chrome,rendered,"('senderChartType = ', u'angulargauge')",angulargauge,PASS
Chrome,rendered,"('dObj1 = ', u'javascript')",angulargauge,PASS
Chrome,ready,"('eventType = ', u'ready')",angulargauge,PASS
Chrome,ready,"('eventId = ', 93)",angulargauge,PASS
Chrome,ready,"('cancelled = ', False)",angulargauge,PASS
Chrome,ready,"('stopPropagation = ', {})",angulargauge,PASS
